ens_id	chr	start	end	strand	cpg_den	cpg_sum
ENSMUSG00000049551	chr5	135247584	135252584	-	0.0404	202
ENSMUSG00000049553	chr6	71944494	71949494	+	0.0112	56
ENSMUSG00000049555	chr9	110870412	110875412	-	0.0212	106
ENSMUSG00000049556	chr9	56704971	56709971	-	0.0118	59
ENSMUSG00000049560	chr2	152475998	152480998	+	0.0106	53
ENSMUSG00000049561	chr17	37208034	37213034	-	0.0134	67
ENSMUSG00000049562	chr19	5567167	5572167	+	0.0452	226
ENSMUSG00000049565	chr3	108758483	108763483	+	0.0118	59
ENSMUSG00000049571	chr7	139639884	139644884	-	0.0148	74
ENSMUSG00000049573	chr10	129318629	129323629	+	0.0054	27
ENSMUSG00000049577	chr8	122307196	122312196	+	0.0144	72
ENSMUSG00000049580	chr7	98353498	98358498	-	0.012	60
ENSMUSG00000049583	chr7	87857037	87862037	+	0.0036	18
ENSMUSG00000049588	chr11	55061431	55066431	-	0.0092	46
ENSMUSG00000049593	chr3	92761640	92766640	-	0.0034	17
ENSMUSG00000049598	chr1	172557327	172562327	+	0.0166	83
ENSMUSG00000049600	chr7	13004466	13009466	-	0.0324	162
ENSMUSG00000049604	chr11	96193381	96198381	+	0.023	115
ENSMUSG00000049605	chr1	173267497	173272497	+	0.0052	26
ENSMUSG00000049606	chr5	106654513	106659513	-	0.0046	23
ENSMUSG00000049608	chr1	85947162	85952162	-	0.0098	49
ENSMUSG00000049612	chr11	79500033	79505033	-	0.009	45
ENSMUSG00000049618	chr17	37334500	37339500	-	0.003	15
ENSMUSG00000049620	chr17	23832208	23837208	-	0.0148	74
ENSMUSG00000049624	chr9	78559764	78564764	-	0.0142	71
ENSMUSG00000049625	chr13	56173794	56178794	-	0.0138	69
ENSMUSG00000049630	chr2	13005131	13010131	-	0.0122	61
ENSMUSG00000049641	chr10	52022986	52027986	+	0.023	115
ENSMUSG00000049643	chr7	27565166	27570166	+	0.0122	61
ENSMUSG00000049648	chr4	52853195	52858195	-	0.009	45
ENSMUSG00000049649	chr4	133208438	133213438	-	0.0344	172
ENSMUSG00000049653	chr15	76277830	76282830	+	0.0088	44
ENSMUSG00000049657	chr4	44999327	45004327	-	0.0078	39
ENSMUSG00000049658	chr13	100058532	100063532	-	0.0078	39
ENSMUSG00000049659	chr11	20710836	20715836	-	0.0084	42
ENSMUSG00000049670	chr19	42078154	42083154	-	0.0156	78
ENSMUSG00000049672	chr17	69384400	69389400	+	0.0216	108
ENSMUSG00000049674	chr7	107071891	107076891	+	0.0042	21
ENSMUSG00000049676	chr7	29195178	29200178	-	0.006	30
ENSMUSG00000049680	chr11	5735396	5740396	-	0.0092	46
ENSMUSG00000049685	chr7	26812548	26817548	+	0.0084	42
ENSMUSG00000049686	chr5	123020265	123025265	+	0.013	65
ENSMUSG00000049687	chr15	82339842	82344842	+	0.0264	132
ENSMUSG00000049690	chr1	126369709	126374709	-	0.007	35
ENSMUSG00000049691	chr5	41760492	41765492	-	0.0492	246
ENSMUSG00000049692	chr2	130404690	130409690	+	0.0104	52
ENSMUSG00000049694	chr6	90300834	90305834	+	0.0048	24
ENSMUSG00000049699	chr9	108984087	108989087	+	0.0124	62
ENSMUSG00000049708	chr9	39134101	39139101	+	0.0066	33
ENSMUSG00000049709	chr7	108923515	108928515	-	0.0112	56
ENSMUSG00000049717	chr8	9970867	9975867	-	0.016	80
ENSMUSG00000049719	chr9	110848014	110853014	+	0.0092	46
ENSMUSG00000049721	chr11	3988981	3993981	+	0.0116	58
ENSMUSG00000049723	chr9	7354440	7359440	+	0.005	25
ENSMUSG00000049728	chr7	127867437	127872437	-	0.0124	62
ENSMUSG00000049734	chr9	109056333	109061333	-	0.0168	84
ENSMUSG00000049737	chr13	21657633	21662633	-	0.0086	43
ENSMUSG00000049739	chr7	127878608	127883608	+	0.0234	117
ENSMUSG00000049740	chr7	107622066	107627066	-	0.0092	46
ENSMUSG00000049741	chr3	88650020	88655020	-	0.0184	92
ENSMUSG00000049744	chr2	44069888	44074888	+	0.0026	13
ENSMUSG00000049751	chr12	69180907	69185907	-	0.0418	209
ENSMUSG00000049755	chr11	58320226	58325226	-	0.0208	104
ENSMUSG00000049758	chr2	112154177	112159177	+	0.0058	29
ENSMUSG00000049760	chr17	56606111	56611111	-	0.0182	91
ENSMUSG00000049761	chr7	30668663	30673663	-	0.0116	58
ENSMUSG00000049764	chr10	76035442	76040442	+	0.0178	89
ENSMUSG00000049775	chrX	167205704	167210704	-	0.0244	122
ENSMUSG00000049791	chr7	89406244	89411244	+	0.0134	67
ENSMUSG00000049792	chr12	111708872	111713872	-	0.0456	228
ENSMUSG00000049796	chr3	19691898	19696898	-	0.023	115
ENSMUSG00000049797	chr7	104047097	104052097	-	0.007	35
ENSMUSG00000049799	chr4	94640898	94645898	-	0.006	30
ENSMUSG00000049800	chr11	20595637	20600637	+	0.0078	39
ENSMUSG00000049804	chrX	134689138	134694138	+	0.0082	41
ENSMUSG00000049806	chr13	65150696	65155696	+	0.0042	21
ENSMUSG00000049807	chr11	97456467	97461467	+	0.0106	53
ENSMUSG00000049809	chr11	99595226	99600226	-	0.0056	28
ENSMUSG00000049811	chr11	23016659	23021659	+	0.0148	74
ENSMUSG00000049815	chrX	127392595	127397595	+	0.005	25
ENSMUSG00000049823	chr17	34885675	34890675	+	0.0116	58
ENSMUSG00000049843	chr2	86998508	87003508	+	0.0042	21
ENSMUSG00000049848	chr7	19879353	19884353	-	0.0122	61
ENSMUSG00000049858	chr10	128669483	128674483	-	0.0254	127
ENSMUSG00000049864	chr9	38366625	38371625	+	0.0016	8
ENSMUSG00000049866	chr1	88685173	88690173	-	0.0076	38
ENSMUSG00000049871	chr16	3958319	3963319	-	0.0076	38
ENSMUSG00000049872	chr10	34089667	34094667	-	0.0058	29
ENSMUSG00000049878	chr4	121177728	121182728	-	0.008	40
ENSMUSG00000049882	chr12	69577828	69582828	-	0.0194	97
ENSMUSG00000049892	chr11	59961562	59966562	-	0.0288	144
ENSMUSG00000049894	chr10	129766097	129771097	+	0.0026	13
ENSMUSG00000049897	chr2	26941271	26946271	+	0.0072	36
ENSMUSG00000049902	chr13	59688255	59693255	-	0.0144	72
ENSMUSG00000049904	chr11	22513161	22518161	+	0.0098	49
ENSMUSG00000049907	chr5	74194883	74199883	+	0.0354	177
ENSMUSG00000049908	chr3	96917293	96922293	-	0.016	80
ENSMUSG00000049916	chr16	17116769	17121769	-	0.0144	72
ENSMUSG00000049922	chr2	92454151	92459151	-	0.0146	73
ENSMUSG00000049926	chr9	38773544	38778544	+	0.004	20
ENSMUSG00000049928	chr11	67713827	67718827	-	0.0068	34
ENSMUSG00000049929	chrX	106924762	106929762	+	0.0032	16
ENSMUSG00000049932	chr9	44332885	44337885	+	0.0366	183
ENSMUSG00000049939	chr6	28744289	28749289	-	0.0124	62
ENSMUSG00000049940	chr3	41072186	41077186	-	0.0076	38
ENSMUSG00000049946	chr8	58910526	58915526	+	0.0208	104
ENSMUSG00000049950	chr2	3328296	3333296	-	0.0202	101
ENSMUSG00000049957	chr11	120458736	120463736	+	0.0148	74
ENSMUSG00000049960	chr14	20388969	20393969	-	0.0276	138
ENSMUSG00000049969	chr4	10995794	11000794	-	0.0096	48
ENSMUSG00000049971	chr5	127668318	127673318	+	0.01	50
ENSMUSG00000049972	chr4	112407477	112412477	-	0.0054	27
ENSMUSG00000049985	chr13	112333726	112338726	+	0.012	60
ENSMUSG00000049988	chr8	70616022	70621022	+	0.0202	101
ENSMUSG00000049999	chr2	178410339	178415339	-	0.0418	209
ENSMUSG00000050002	chr13	58158671	58163671	+	0.0192	96
ENSMUSG00000050010	chr5	67613217	67618217	+	0.008	40
ENSMUSG00000050014	chr15	77587641	77592641	-	0.008	40
ENSMUSG00000050015	chr2	36846506	36851506	+	0.0022	11
ENSMUSG00000050017	chr5	111357061	111362061	+	0.012	60
ENSMUSG00000050022	chr5	140740283	140745283	+	0.0138	69
ENSMUSG00000050023	chr2	88336884	88341884	+	0.0026	13
ENSMUSG00000050028	chr14	50639136	50644136	+	0.0038	19
ENSMUSG00000050029	chrX	51008465	51013465	-	0.0076	38
ENSMUSG00000050030	chr14	50135719	50140719	-	0.0034	17
ENSMUSG00000050035	chr10	85096891	85101891	-	0.0036	18
ENSMUSG00000050043	chr2	84672728	84677728	-	0.0144	72
ENSMUSG00000050050	chr5	92639112	92644112	-	0.0084	42
ENSMUSG00000050052	chr8	13961020	13966020	-	0.0186	93
ENSMUSG00000050058	chr16	10788209	10793209	-	0.0152	76
ENSMUSG00000050063	chr7	43825764	43830764	+	0.011	55
ENSMUSG00000050064	chr3	98565636	98570636	+	0.0064	32
ENSMUSG00000050069	chr1	174875302	174880302	-	0.0076	38
ENSMUSG00000050071	chrX	136212242	136217242	-	0.0214	107
ENSMUSG00000050074	chr9	109816956	109821956	+	0.006	30
ENSMUSG00000050075	chr3	59096634	59101634	-	0.0102	51
ENSMUSG00000050079	chr8	94628606	94633606	+	0.005	25
ENSMUSG00000050085	chr7	103638076	103643076	-	0.0048	24
ENSMUSG00000050087	chr11	50354580	50359580	+	0.0176	88
ENSMUSG00000050088	chr17	14948877	14953877	+	0.0114	57
ENSMUSG00000050089	chrX	7070564	7075564	+	0.0042	21
ENSMUSG00000050092	chr3	92314852	92319852	+	0.0046	23
ENSMUSG00000050097	chr8	104833332	104838332	+	0.0062	31
ENSMUSG00000050100	chr7	131550893	131555893	+	0.045	225
ENSMUSG00000050102	chr17	21259145	21264145	+	0.0042	21
ENSMUSG00000050103	chr12	37409421	37414421	+	0.004	20
ENSMUSG00000050105	chr4	134250108	134255108	-	0.0376	188
ENSMUSG00000050106	chr11	117785093	117790093	+	0.014	70
ENSMUSG00000050107	chr11	73134389	73139389	-	0.027	135
ENSMUSG00000050108	chr10	85983117	85988117	-	0.0068	34
ENSMUSG00000050114	chr2	80291414	80296414	+	0.0144	72
ENSMUSG00000050121	chr19	41067293	41072293	-	0.0156	78
ENSMUSG00000050122	chr1	37104604	37109604	+	0.0126	63
ENSMUSG00000050128	chr2	85885926	85890926	+	0.0024	12
ENSMUSG00000050132	chr11	78482542	78487542	-	0.0144	72
ENSMUSG00000050134	chr1	174066939	174071939	+	0.0034	17
ENSMUSG00000050138	chr17	87769415	87774415	-	0.0124	62
ENSMUSG00000050141	chr4	42868619	42873619	-	0.0132	66
ENSMUSG00000050144	chr3	88415318	88420318	-	0.012	60
ENSMUSG00000050147	chr8	72760377	72765377	+	0.0126	63
ENSMUSG00000050148	chrX	153497398	153502398	+	0.036	180
ENSMUSG00000050150	chr3	135370428	135375428	+	0.0066	33
ENSMUSG00000050158	chr16	19412189	19417189	-	0.0142	71
ENSMUSG00000050164	chr15	81234731	81239731	+	0.0216	108
ENSMUSG00000050174	chr3	37410060	37415060	-	0.0088	44
ENSMUSG00000050188	chr4	126095103	126100103	+	0.0246	123
ENSMUSG00000050190	chr8	43623613	43628613	-	0.008	40
ENSMUSG00000050192	chr3	28787561	28792561	+	0.0088	44
ENSMUSG00000050195	chr19	44337417	44342417	+	0.0154	77
ENSMUSG00000050197	chrX	38123093	38128093	+	0.0092	46
ENSMUSG00000050198	chr10	129092298	129097298	-	0.0054	27
ENSMUSG00000050199	chr2	109963452	109968452	+	0.0074	37
ENSMUSG00000050201	chr11	115317233	115322233	+	0.032	160
ENSMUSG00000050211	chr2	120203373	120208373	-	0.0094	47
ENSMUSG00000050212	chr4	126146309	126151309	+	0.0372	186
ENSMUSG00000050213	chr4	125067857	125072857	+	0.0156	78
ENSMUSG00000050215	chr4	43695295	43700295	-	0.0142	71
ENSMUSG00000050217	chr1	31188063	31193063	+	0.0074	37
ENSMUSG00000050222	chr14	57531471	57536471	+	0.0122	61
ENSMUSG00000050224	chr16	88748687	88753687	-	0.009	45
ENSMUSG00000050229	chr1	172377822	172382822	+	0.0084	42
ENSMUSG00000050232	chrX	101730402	101735402	-	0.0146	73
ENSMUSG00000050234	chr4	127310230	127315230	-	0.0252	126
ENSMUSG00000050239	chr16	88608994	88613994	-	0.0116	58
ENSMUSG00000050240	chr16	17246001	17251001	+	0.0092	46
ENSMUSG00000050241	chr6	129579366	129584366	+	0.006	30
ENSMUSG00000050244	chr13	12415158	12420158	+	0.0102	51
ENSMUSG00000050248	chr5	37379277	37384277	+	0.0122	61
ENSMUSG00000050251	chr10	129774287	129779287	+	0.003	15
ENSMUSG00000050266	chr7	105328664	105333664	-	0.0044	22
ENSMUSG00000050270	chr11	67027733	67032733	+	0.0152	76
ENSMUSG00000050271	chr8	36118807	36123807	+	0.0168	84
ENSMUSG00000050272	chr16	96878915	96883915	-	0.0058	29
ENSMUSG00000050276	chr7	143762851	143767851	-	0.0092	46
ENSMUSG00000050281	chr7	103752906	103757906	-	0.0052	26
ENSMUSG00000050288	chr11	102603727	102608727	+	0.0486	243
ENSMUSG00000050295	chr13	31807054	31812054	+	0.0688	344
ENSMUSG00000050296	chr1	71326093	71331093	-	0.0134	67
ENSMUSG00000050299	chr16	76400960	76405960	-	0.0152	76
ENSMUSG00000050304	chr18	37635561	37640561	-	0.012	60
ENSMUSG00000050310	chr15	6751890	6756890	+	0.009	45
ENSMUSG00000050312	chr16	62757131	62762131	-	0.0072	36
ENSMUSG00000050315	chr3	123153834	123158834	-	0.0114	57
ENSMUSG00000050321	chr18	86445924	86450924	+	0.0034	17
ENSMUSG00000050323	chr4	11061125	11066125	-	0.0096	48
ENSMUSG00000050328	chr15	102935183	102940183	+	0.0386	193
ENSMUSG00000050332	chrX	95430095	95435095	-	0.006	30
ENSMUSG00000050335	chr14	47374455	47379455	+	0.0118	59
ENSMUSG00000050343	chr11	50967321	50972321	+	0.0086	43
ENSMUSG00000050345	chr13	60851043	60856043	-	0.0084	42
ENSMUSG00000050350	chr14	121911017	121916017	-	0.0166	83
ENSMUSG00000050357	chr8	105689730	105694730	+	0.0304	152
ENSMUSG00000050359	chr3	92482423	92487423	-	0.0022	11
ENSMUSG00000050366	chr7	140199731	140204731	-	0.012	60
ENSMUSG00000050368	chr2	74691014	74696014	+	0.0296	148
ENSMUSG00000050370	chr19	34471960	34476960	-	0.0208	104
ENSMUSG00000050373	chr2	164787319	164792319	+	0.0186	93
ENSMUSG00000050377	chr13	112554629	112559629	-	0.0098	49
ENSMUSG00000050379	chrX	36949060	36954060	-	0.0068	34
ENSMUSG00000050382	chr7	79704409	79709409	-	0.0178	89
ENSMUSG00000050383	chr2	164253001	164258001	-	0.0076	38
ENSMUSG00000050390	chr4	129237991	129242991	-	0.0254	127
ENSMUSG00000050394	chrX	134747439	134752439	-	0.0154	77
ENSMUSG00000050395	chr4	63733598	63738598	-	0.0072	36
ENSMUSG00000050397	chr9	98954415	98959415	+	0.066	330
ENSMUSG00000050410	chr17	35512279	35517279	-	0.0246	123
ENSMUSG00000050423	chr13	35962113	35967113	+	0.0056	28
ENSMUSG00000050424	chrX	73033042	73038042	-	0.009	45
ENSMUSG00000050425	chr7	48552025	48557025	-	0.004	20
ENSMUSG00000050428	chr7	19127515	19132515	+	0.0186	93
ENSMUSG00000050435	chrX	114902976	114907976	+	0.0072	36
ENSMUSG00000050439	chr15	80503855	80508855	-	0.0064	32
ENSMUSG00000050440	chr7	30940700	30945700	-	0.009	45
ENSMUSG00000050445	chr9	121912830	121917830	-	0.0168	84
ENSMUSG00000050447	chr2	50127499	50132499	+	0.0074	37
ENSMUSG00000050463	chr15	101947645	101952645	-	0.0126	63
ENSMUSG00000050468	chr2	127345645	127350645	+	0.0104	52
ENSMUSG00000050471	chr9	35239885	35244885	-	0.0084	42
ENSMUSG00000050473	chr10	19847187	19852187	-	0.0442	221
ENSMUSG00000050478	chr10	129753442	129758442	-	0.003	15
ENSMUSG00000050493	chr4	129575182	129580182	-	0.0156	78
ENSMUSG00000050503	chr9	66509026	66514026	-	0.0258	129
ENSMUSG00000050504	chrX	50009903	50014903	-	0.0078	39
ENSMUSG00000050505	chr14	88465569	88470569	-	0.0164	82
ENSMUSG00000050511	chr4	132125106	132130106	-	0.013	65
ENSMUSG00000050520	chr16	88559505	88564505	-	0.0122	61
ENSMUSG00000050526	chr1	134385960	134390960	+	0.0094	47
ENSMUSG00000050530	chr2	3168515	3173515	+	0.0104	52
ENSMUSG00000050534	chr1	121516653	121521653	-	0.0074	37
ENSMUSG00000050538	chr11	97839939	97844939	+	0.0124	62
ENSMUSG00000050541	chr11	43835408	43840408	-	0.023	115
ENSMUSG00000050545	chr12	4752077	4757077	-	0.006	30
ENSMUSG00000050549	chr3	127880191	127885191	-	0.0064	32
ENSMUSG00000050552	chr5	138254940	138259940	+	0.0186	93
ENSMUSG00000050553	chr5	97453581	97458581	-	0.0116	58
ENSMUSG00000050555	chr9	35563109	35568109	-	0.007	35
ENSMUSG00000050556	chr2	167140562	167145562	-	0.0112	56
ENSMUSG00000050558	chr2	132359090	132364090	-	0.0054	27
ENSMUSG00000050565	chr1	156049632	156054632	+	0.0094	47
ENSMUSG00000050567	chr11	50271472	50276472	-	0.007	35
ENSMUSG00000050577	chr2	86120789	86125789	+	0.0038	19
ENSMUSG00000050578	chr9	7275422	7280422	+	0.007	35
ENSMUSG00000050587	chr2	96972417	96977417	+	0.009	45
ENSMUSG00000050592	chr2	32064956	32069956	-	0.0196	98
ENSMUSG00000050600	chr2	174674683	174679683	+	0.0126	63
ENSMUSG00000050603	chr2	85687401	85692401	+	0.0024	12
ENSMUSG00000050605	chr7	24293635	24298635	-	0.0166	83
ENSMUSG00000050608	chr4	139113963	139118963	-	0.009	45
ENSMUSG00000050612	chr17	65637354	65642354	-	0.0112	56
ENSMUSG00000050613	chr17	37833219	37838219	+	0.003	15
ENSMUSG00000050619	chr2	121162199	121167199	-	0.0056	28
ENSMUSG00000050621	chr9	114980052	114985052	-	0.012	60
ENSMUSG00000050623	chr19	6921403	6926403	-	0.0414	207
ENSMUSG00000050625	chr1	181508042	181513042	-	0.0152	76
ENSMUSG00000050627	chr9	114914164	114919164	-	0.0186	93
ENSMUSG00000050628	chr11	116434085	116439085	+	0.0332	166
ENSMUSG00000050635	chr3	92363314	92368314	+	0.0026	13
ENSMUSG00000050640	chr5	100116340	100121340	-	0.0152	76
ENSMUSG00000050641	chr9	108438784	108443784	+	0.009	45
ENSMUSG00000050645	chr2	152575699	152580699	-	0.0106	53
ENSMUSG00000050650	chr7	47342057	47347057	-	0.004	20
ENSMUSG00000050654	chr6	116579639	116584639	-	0.011	55
ENSMUSG00000050663	chr10	114598065	114603065	-	0.0042	21
ENSMUSG00000050666	chr14	32895623	32900623	+	0.0076	38
ENSMUSG00000050668	chr17	78839407	78844407	+	0.0164	82
ENSMUSG00000050671	chr12	87286671	87291671	-	0.0088	44
ENSMUSG00000050675	chr11	70638079	70643079	+	0.0078	39
ENSMUSG00000050677	chr5	36483880	36488880	+	0.0446	223
ENSMUSG00000050685	chr16	50588006	50593006	-	0.0104	52
ENSMUSG00000050697	chr15	5160380	5165380	+	0.0138	69
ENSMUSG00000050700	chr2	160906882	160911882	-	0.0252	126
ENSMUSG00000050702	chr9	55984069	55989069	-	0.0052	26
ENSMUSG00000050704	chr16	88705065	88710065	-	0.0074	37
ENSMUSG00000050705	chr17	35892554	35897554	-	0.0286	143
ENSMUSG00000050708	chr7	45456414	45461414	-	0.028	140
ENSMUSG00000050711	chr1	79434894	79439894	-	0.01	50
ENSMUSG00000050714	chr2	37435151	37440151	-	0.0054	27
ENSMUSG00000050721	chr9	65563869	65568869	-	0.0088	44
ENSMUSG00000050730	chr9	9114215	9119215	-	0.0056	28
ENSMUSG00000050732	chr6	72385463	72390463	-	0.017	85
ENSMUSG00000050737	chr2	30907167	30912167	-	0.009	45
ENSMUSG00000050742	chr16	19296584	19301584	-	0.0102	51
ENSMUSG00000050747	chr17	36861450	36866450	-	0.0078	39
ENSMUSG00000050751	chr8	124401853	124406853	-	0.0124	62
ENSMUSG00000050756	chr8	19224343	19229343	+	0.0036	18
ENSMUSG00000050761	chr16	18618861	18623861	-	0.0384	192
ENSMUSG00000050762	chr17	24039549	24044549	+	0.009	45
ENSMUSG00000050763	chr11	49143863	49148863	+	0.0074	37
ENSMUSG00000050765	chr13	60208247	60213247	+	0.0104	52
ENSMUSG00000050766	chr14	51201364	51206364	+	0.007	35
ENSMUSG00000050772	chr2	87430949	87435949	+	0.0038	19
ENSMUSG00000050776	chr2	112139691	112144691	+	0.0038	19
ENSMUSG00000050777	chr1	120068225	120073225	-	0.0134	67
ENSMUSG00000050783	chr16	65012756	65017756	-	0.0054	27
ENSMUSG00000050786	chr6	49327928	49332928	+	0.012	60
ENSMUSG00000050788	chr1	174247787	174252787	-	0.0052	26
ENSMUSG00000050796	chr4	155988557	155993557	-	0.0504	252
ENSMUSG00000050799	chr13	23931464	23936464	-	0.0202	101
ENSMUSG00000050803	chr9	20024997	20029997	-	0.0052	26
ENSMUSG00000050808	chr2	110727933	110732933	+	0.0036	18
ENSMUSG00000050810	chr4	144157610	144162610	-	0.003	15
ENSMUSG00000050812	chr4	58853330	58858330	-	0.0062	31
ENSMUSG00000050813	chr11	58487752	58492752	-	0.0112	56
ENSMUSG00000050815	chr19	12418001	12423001	+	0.0066	33
ENSMUSG00000050818	chr11	58528511	58533511	-	0.0054	27
ENSMUSG00000050821	chr16	20695665	20700665	+	0.017	85
ENSMUSG00000050822	chr5	142705001	142710001	+	0.0104	52
ENSMUSG00000050824	chr17	25491081	25496081	-	0.0182	91
ENSMUSG00000050830	chr11	11189077	11194077	+	0.0042	21
ENSMUSG00000050840	chr1	104879505	104884505	+	0.0062	31
ENSMUSG00000050844	chr10	21605260	21610260	+	0.0096	48
ENSMUSG00000050846	chr15	75942664	75947664	+	0.0108	54
ENSMUSG00000050853	chr9	39548506	39553506	-	0.0046	23
ENSMUSG00000050854	chr4	118539992	118544992	-	0.0234	117
ENSMUSG00000050855	chr7	29841144	29846144	-	0.011	55
ENSMUSG00000050856	chr5	108431346	108436346	-	0.0184	92
ENSMUSG00000050860	chr11	95825819	95830819	+	0.016	80
ENSMUSG00000050865	chr19	13742603	13747603	+	0.003	15
ENSMUSG00000050866	chr7	135517560	135522560	-	0.0098	49
ENSMUSG00000050870	chr7	48386587	48391587	+	0.005	25
ENSMUSG00000050875	chr18	59067105	59072105	+	0.0064	32
ENSMUSG00000050876	chr13	59702568	59707568	-	0.016	80
ENSMUSG00000050890	chr4	134278948	134283948	-	0.0092	46
ENSMUSG00000050891	chr15	58909446	58914446	-	0.0116	58
ENSMUSG00000050896	chr2	84876817	84881817	-	0.0128	64
ENSMUSG00000050901	chr9	15847042	15852042	-	0.0066	33
ENSMUSG00000050908	chr16	10431459	10436459	-	0.0094	47
ENSMUSG00000050910	chr11	115386524	115391524	+	0.0142	71
ENSMUSG00000050912	chr9	7776687	7781687	+	0.0064	32
ENSMUSG00000050914	chr8	45998804	46003804	-	0.02	100
ENSMUSG00000050917	chr7	144853805	144858805	+	0.0084	42
ENSMUSG00000050919	chr13	99215239	99220239	+	0.0082	41
ENSMUSG00000050921	chrX	107094233	107099233	+	0.0034	17
ENSMUSG00000050926	chrX	44364400	44369400	-	0.0206	103
ENSMUSG00000050930	chr8	125669088	125674088	+	0.0258	129
ENSMUSG00000050931	chr3	131402698	131407698	-	0	0
ENSMUSG00000050933	chr17	20887683	20892683	-	0.0036	18
ENSMUSG00000050944	chr11	77136941	77141941	-	0.0154	77
ENSMUSG00000050945	chr18	5269735	5274735	-	0.0054	27
ENSMUSG00000050947	chr3	108186810	108191810	+	0.0156	78
ENSMUSG00000050953	chr10	56387421	56392421	+	0.0174	87
ENSMUSG00000050954	chr13	48498049	48503049	-	0.012	60
ENSMUSG00000050957	chr19	29320850	29325850	-	0.02	100
ENSMUSG00000050961	chr14	51810702	51815702	+	0.0052	26
ENSMUSG00000050963	chr15	34837881	34842881	+	0.0188	94
ENSMUSG00000050965	chr11	108136157	108141157	-	0.0116	58
ENSMUSG00000050966	chr4	134008585	134013585	-	0.0152	76
ENSMUSG00000050967	chr1	39632440	39637440	-	0.0098	49
ENSMUSG00000050973	chr7	80234963	80239963	+	0.0138	69
ENSMUSG00000050974	chr12	14492360	14497360	+	0.0136	68
ENSMUSG00000050982	chr15	77481558	77486558	+	0.0064	32
ENSMUSG00000050989	chr4	134542529	134547529	-	0.0156	78
ENSMUSG00000050994	chr10	10401514	10406514	-	0.0052	26
ENSMUSG00000050996	chr18	9615001	9620001	-	0.0086	43
ENSMUSG00000051000	chr3	85736176	85741176	-	0.0088	44
ENSMUSG00000051003	chr16	3592682	3597682	+	0.003	15
ENSMUSG00000051007	chr7	141408465	141413465	-	0.0098	49
ENSMUSG00000051022	chr5	39682205	39687205	-	0.0042	21
ENSMUSG00000051029	chr13	33083977	33088977	+	0.0026	13
ENSMUSG00000051034	chr5	129659846	129664846	-	0.0142	71
ENSMUSG00000051036	chr3	88071357	88076357	-	0.012	60
ENSMUSG00000051037	chr13	67199402	67204402	+	0.007	35
ENSMUSG00000051038	chrX	38078367	38083367	-	0.0058	29
ENSMUSG00000051041	chr7	107576770	107581770	+	0.005	25
ENSMUSG00000051043	chr11	114859384	114864384	+	0.0122	61
ENSMUSG00000051046	chr6	116554923	116559923	+	0.0096	48
ENSMUSG00000051048	chr7	100300109	100305109	+	0.0102	51
ENSMUSG00000051050	chr18	44027538	44032538	+	0.0066	33
ENSMUSG00000051051	chr7	140173487	140178487	+	0.0114	57
ENSMUSG00000051054	chr13	59741297	59746297	-	0.016	80
ENSMUSG00000051056	chr4	32597360	32602360	-	0.0088	44
ENSMUSG00000051062	chr11	35795633	35800633	-	0.0356	178
ENSMUSG00000051065	chr16	28875437	28880437	-	0.0146	73
ENSMUSG00000051067	chr10	80835920	80840920	-	0.0164	82
ENSMUSG00000051076	chr3	100858690	100863690	+	0.0134	67
